"Lluvia","Lluvia_SN","T_MAX","T_MIN","Viento_MAX","Viento_MED","SO2","CO","NO","NO2","PM2.5","PM10","O3","TOL","BEN","EBE","TCH"
-0.238728423018109,-0.486454551949247,-1.26822113273528,-1.78649143154763,-1.50341411022182,-1.89004555354196,3.01896219867291,3.42046671081256,3.22596473519324,2.78922714585252,2.72090556982785,1.44734107120837,-1.57429840205951,1.27179207709404,3.00692348179733,1.5524632376568,4.57922005983192
-0.238728423018109,-0.486454551949247,-1.06854195227921,-1.75735322422744,-1.76096080150669,-1.89004555354196,3.56082916078438,3.53986408478278,3.86153282033837,3.16361339399144,1.49933953194374,0.715349442833868,-1.69488849602669,1.90945535850452,3.09030582727413,2.08305235732401,4.03900388833763
-0.238728423018109,-0.486454551949247,-1.15728825470413,-1.49510935834572,-1.50341411022182,-1.2750084417653,2.85223390263861,2.82347984096145,3.07071146030834,2.5239477456661,1.18067013089513,0.263695033956129,-1.66964870894741,1.68361627967165,2.48578382256734,1.49618863485965,4.39014439535214
-0.238728423018109,-0.486454551949247,-0.857769484020029,-1.49510935834572,-1.67511190441174,-1.68503318294974,3.06064427268149,3.30106933684234,2.7323078419377,2.54106254549593,1.02133543037083,0.030080684375495,-1.55186303579299,1.49172686643184,2.69423968625934,1.93834623377841,3.30971206046681
-0.238728423018109,-0.486454551949247,-1.09072852788544,-1.40769473638515,-1.07416962474704,-1.06999607117308,2.31036694052715,2.58468509302101,2.69228160750677,2.23085679582037,1.07444699668115,0.193610729081939,-1.60514703076431,1.38102143563141,2.20784267167287,1.53638477868114,3.82291741811927
-0.238728423018109,-0.486454551949247,-1.34587414735708,-1.50967846200582,-1.84680969860165,-1.68503318294974,1.76849997841569,2.34589034508057,1.98757729925366,1.78801134579488,1.81800893299235,0.380502208746445,-1.62477797629659,0.901297901867665,2.06887209518335,0.732461870898379,4.20106873897559
-0.238728423018109,-0.486454551949247,-1.23494126932593,-1.53881666932601,-1.41756521312686,-1.2750084417653,2.47709523656145,2.82347984096145,2.84147029947662,2.60952174584217,1.26033748115728,0.380502208746445,-1.57149398132527,1.52124831435007,2.41629853536487,1.6971693612024,2.63444185217639
-0.238728423018109,-0.486454551949247,-1.0574486644761,-1.5679548766462,-1.07416962474704,-0.659971329988647,2.5604593845786,2.16679428412524,2.27625135460468,2.35707844565649,0.622998679060069,0.123526424207748,-1.57429840205951,2.08215583055319,1.72144565500184,2.58148456145168,1.7430851736676
-0.238728423018109,-0.486454551949247,-0.924329210838718,-1.39312563272506,-1.41756521312686,-1.68503318294974,3.56082916078438,3.71896014573811,3.85546824033432,3.17858884570378,0.702666029322221,0.528457963169361,-1.65001776341513,3.71321584287013,3.14589405828685,3.78736892433171,2.33732295663904
-0.238728423018109,-0.486454551949247,-1.01307551326364,-1.43683294370534,-1.67511190441174,-1.89004555354196,2.22700279251,2.34589034508057,2.45091128666694,2.20946329564799,0.304329278011461,-0.117875070981878,-1.59392934759179,2.22238270971468,2.24258531423183,2.74226914156117,3.06661478450987
-0.238728423018109,-0.486454551949247,-0.891049347429373,-1.33484921808467,-0.902471830557123,-0.659971329988647,1.97691034845856,1.68920478824436,1.07546432080331,1.35372329542758,0.304329278011461,-0.460509449743836,-1.48175251586658,1.00462297090995,1.37401921690489,1.5765809249144,2.06721487494352
-0.238728423018109,-0.486454551949247,-1.09072852788544,-1.08717445586305,-0.644925139272252,-0.0449342182119932,1.89354620044141,1.56980741427414,1.44904250872834,1.3280510954261,-0.253342173823603,-0.359276565237047,-1.17607064994541,1.26293564263001,1.33927657226137,1.65697321496915,1.01379334579678
-0.238728423018109,-0.486454551949247,-1.03526208886987,-1.27657280344429,-0.644925139272252,-0.454958959396429,1.1015867942785,1.15191660537837,1.06939973963486,1.34730524542721,0.543331328797917,0.022293538766502,-1.49577461993038,1.33673926331124,1.23504864041537,1.97854238001167,1.6890635540872
-0.238728423018109,-0.486454551949247,-1.53446004001003,-1.30571101076448,-1.50341411022182,-1.68503318294974,0.851494350227058,1.27131397934859,1.28287299012725,1.42646119560291,1.57900688220589,0.691988007875804,-1.63599565942985,1.68361627967165,1.72144565500184,2.30011154264242,3.01259316492947
0.21696908972845,2.05005846892897,-1.23494126932593,-0.985190730242387,0.471110522962189,0.775115264156879,-0.23223957399587,0.0176415526612734,-0.118045214955495,0.585696645554511,0.224661927749309,-0.608465205101209,-1.22094138247845,0.952960436388806,0.505453117493391,1.65697321496915,1.09482577111576
1.19346375989965,2.05005846892897,-1.52336675220692,-1.2620036997842,0.299412728772275,0.570102893564661,-0.524014092055889,-0.280851882264278,-0.417635515187106,-0.199444804661837,-0.651678925134363,-1.22364965868539,-0.0374758090731258,0.340390386107366,-0.0156865417365966,0.611873434610376,-0.201693033987932
-0.238728423018109,-0.486454551949247,-1.50118017660069,-1.81562963886782,-0.387378447987381,-0.454958959396429,-0.190557499987295,-0.0420571343238369,-0.206588097278537,0.290466345537515,-0.651678925134363,-0.943312439188631,-0.575924600647421,0.355151110066483,0.15802667731188,0.410892708267627,1.12183657685434
1.22601358223869,2.05005846892897,-2.06693785455955,-1.61166218762648,-1.50341411022182,-1.68503318294974,-0.690742388090185,-0.0420571343238369,-0.454023001033411,-0.0582477046537086,-0.253342173823603,-0.97446101882123,-1.05828497675173,0.0894580761454502,0.262254609157877,0.0893235432251068,2.0402040611017
0.21696908972845,2.05005846892897,-1.63429963023807,-1.5533857729861,2.01639067067141,2.41521422889462,-0.23223957399587,-0.101755821308947,-0.270872655509976,0.0679739456958537,-1.05001567644512,-1.12241677389827,-0.424485877857649,0.118979524506505,0.227511966598917,0.0893235432251068,0.17645827876515
